"","NAME","TYPE","STATUS","LAT","LON","STAT2"
"5628","99TH MEDICAL GROUP - MIKE O CALLAGHAN FEDERAL MEDICAL CENTER","MILITARY","OPEN",36.24602701,-115.0492819,"OPEN"
"5629","NAVAL HOSPITAL PENSACOLA","MILITARY","OPEN",30.39856995,-87.29861569,"OPEN"
"5630","88TH MEDICAL GROUP - WRIGHT-PATTERSON AIR FORCE BASE MEDICAL CENTER","MILITARY","OPEN",39.80534785,-84.03740713,"OPEN"
"5631","REYNOLDS ARMY COMMUNITY HOSPITAL","MILITARY","OPEN",34.6523867,-98.41460698,"OPEN"
"5632","MALCOLM GROW MEDICAL CLINICS AND SURGERY CENTER","MILITARY","OPEN",38.80791459,-76.89649423,"OPEN"
"5633","FORT BELVOIR COMMUNITY HOSPITAL","MILITARY","OPEN",38.70560252,-77.14368028,"OPEN"
"5634","MONCRIEF ARMY COMMUNITY HOSPITAL","MILITARY","OPEN",34.01192613,-80.93778994,"OPEN"
"5635","FORT LEONARD WOOD ARMY COMMUNITY HOSPITAL","MILITARY","OPEN",37.76616456,-92.11483258,"OPEN"
"5636","81ST MEDICAL GROUP - KEESLER MEDICAL CENTER","MILITARY","OPEN",30.4125411,-88.91063883,"OPEN"
"5637","KINDRED HOSPITAL - TARRANT COUNTY","LONG TERM CARE","OPEN",32.75055987,-97.11406781,"OPEN"
"5638","ALASKA VA HEALTHCARE SYSTEM","MILITARY","OPEN",61.23278802,-149.7445305,"OPEN"
"5639","VA MEDICAL CENTER - NEWINGTON CAMPUS","MILITARY","OPEN",41.70168559,-72.74061649,"OPEN"
"5640","JAMES A. HALEY VETERANS  HOSPITAL PRIMARY CARE ANNEX","MILITARY","OPEN",28.07039609,-82.35733765,"OPEN"
"5641","VA MEDICAL CENTER - FORT WAYNE CAMPUS","MILITARY","OPEN",41.09078646,-85.10951788,"OPEN"
"5642","ROBERT J. DOLE VA MEDICAL CENTER","GENERAL ACUTE CARE","OPEN",37.6812338,-97.27464126,"OPEN"
"5643","VA MEDICAL CENTER - LEESTOWN DIVISION","GENERAL ACUTE CARE","OPEN",38.07384737,-84.53847278,"OPEN"
"5644","COLMERY-O NEIL VA MEDICAL CENTER","GENERAL ACUTE CARE","OPEN",39.02623218,-95.72279545,"OPEN"
"5645","SPARK M. MATSUNAGA VA MEDICAL CENTER","GENERAL ACUTE CARE","OPEN",21.36031885,-157.8891897,"OPEN"
"5646","CAPTAIN JAMES A. LOVELL FEDERAL HEALTH CARE CENTER","MILITARY","OPEN",42.30704823,-87.86051071,"OPEN"
"5647","VA MEDICAL CENTER - MARION  IN","MILITARY","OPEN",40.5204615,-85.63826841,"OPEN"
"5648","RICHARD L. ROUDEBUSH VA MEDICAL CENTER","MILITARY","OPEN",39.77846306,-86.18716442,"OPEN"
"5649","DWIGHT D. EISENHOWER VA MEDICAL CENTER","MILITARY","OPEN",39.27939624,-94.89383569,"OPEN"
"5650","VA MEDICAL CENTER - COOPER DIVISION","GENERAL ACUTE CARE","OPEN",38.02972404,-84.50663548,"OPEN"
"5651","ROBLEY REX VA MEDICAL CENTER","MILITARY","OPEN",38.27036321,-85.6969881,"OPEN"
"5652","VA MEDICAL CENTER - BROCKTON DIVISION","MILITARY","OPEN",42.06302243,-71.05393559,"OPEN"
"5653","VA CENTRAL WESTERN MASSACHUSETTS HEALTHCARE SYSTEM","MILITARY","OPEN",42.34953083,-72.68244039,"OPEN"
"5654","VA MEDICAL CENTER - WEST ROXBURY DIVISION","MILITARY","OPEN",42.2746273,-71.17169802,"OPEN"
"5655","LOCH RAVEN VA COMMUNITY LIVING & REHABILITATION CENTER","MILITARY","OPEN",39.33636424,-76.59575651,"OPEN"
"5656","VA MEDICAL CENTER - BALTIMORE","MILITARY","OPEN",39.28969446,-76.62465612,"OPEN"
"5657","VA MEDICAL CENTER - PERRY POINT","MILITARY","OPEN",39.5498057,-76.06238822,"OPEN"
"5658","KINDRED HOSPITAL HOUSTON MEDICAL CENTER","LONG TERM CARE","OPEN",29.71285043,-95.39917023,"OPEN"
"5659","ALEDA E. LUTZ VA MEDICAL CENTER","MILITARY","OPEN",43.44479571,-83.96202358,"OPEN"
"5660","LAMB HEALTHCARE CENTER","GENERAL ACUTE CARE","OPEN",33.91170687,-102.3442949,"OPEN"
"5661","HAWAII MEDICAL CENTER EAST","GENERAL ACUTE CARE","CLOSED",21.32958135,-157.8526023,"OPEN"
"5662","MINNEAPOLIS VA HEALTH CARE SYSTEM","MILITARY","OPEN",44.90162626,-93.20586998,"OPEN"
"5663","ST. CLOUD VA HEALTH CARE SYSTEM","MILITARY","OPEN",45.57435286,-94.21363555,"OPEN"
"5664","G.V. (SONNY) MONTGOMERY VA MEDICAL CENTER","MILITARY","OPEN",32.32789016,-90.16732631,"OPEN"
"5665","VA MEDICAL CENTER - KANSAS CITY","MILITARY","OPEN",39.0640641,-94.5264144,"OPEN"
"5666","VA MEDICAL CENTER - MANCHESTER","MILITARY","OPEN",43.01235803,-71.44086704,"OPEN"
"5667","RAYMOND G. MURPHY VA MEDICAL CENTER","GENERAL ACUTE CARE","OPEN",35.05516799,-106.5817674,"OPEN"
"5668","VA MEDICAL CENTER - LYONS CAMPUS","GENERAL ACUTE CARE","OPEN",40.66859853,-74.5575506,"OPEN"
"5669","VA MEDICAL CENTER - OMAHA","MILITARY","OPEN",41.24253129,-95.9743765,"OPEN"
"5670","VA MEDICAL CENTER AND AMBULATORY CARE CLINIC","MILITARY","OPEN",46.61866261,-112.1017865,"OPEN"
"5671","GULF COAST VETERANS HEALTH CARE SYSTEM","MILITARY","OPEN",30.41511432,-88.94195402,"OPEN"
"5672","CHALMERS P. WYLIE VA AMBULATORY CARE CENTER","MILITARY","OPEN",39.9808247,-82.90958494,"OPEN"
"5673","MADISON ST. JOSEPH HEALTH CENTER","CRITICAL ACCESS","OPEN",30.942082,-95.91110591,"OPEN"
"5674","VA BUTLER HEALTHCARE","MILITARY","OPEN",40.87343949,-79.94413084,"OPEN"
"5675","VA MEDICAL CENTER - UNIVERSITY DRIVE CAMPUS","MILITARY","OPEN",40.44677924,-79.96172439,"OPEN"
"5676","VA MEDICAL CENTER - H.J. HEINZ CAMPUS","MILITARY","OPEN",40.49517153,-79.88734956,"OPEN"
"5677","VA MEDICAL CENTER - FORT MEADE CAMPUS","MILITARY","OPEN",44.41267726,-103.4718151,"OPEN"
"5678","WILLIAM JENNINGS BRYAN DORN VA MEDICAL CENTER","MILITARY","OPEN",33.97514193,-80.95889981,"OPEN"
"5679","VA CARIBBEAN HEALTHCARE SYSTEM","GENERAL ACUTE CARE","OPEN",18.39039414,-66.07933548,"OPEN"
"5680","VA MEDICAL CENTER - ALVIN C. YORK CAMPUS","MILITARY","OPEN",35.9143078,-86.3806145,"OPEN"
"5681","VA MEDICAL CENTER - NASHVILLE CAMPUS","MILITARY","OPEN",36.14175705,-86.80423925,"OPEN"
"5682","VA MEDICAL CENTER - WHITE RIVER JUNCTION","MILITARY","OPEN",43.64849322,-72.34253657,"OPEN"
"5683","GEORGE E. WAHLEN DEPARTMENT OF VETERANS AFFAIRS MEDICAL CENTER","MILITARY","OPEN",40.75739725,-111.840554,"OPEN"
"5684","VA MEDICAL CENTER - CHEYENNE","MILITARY","OPEN",41.14828213,-104.7855322,"OPEN"
"5685","HUNTER HOLMES MCGUIRE VA MEDICAL CENTER","GENERAL ACUTE CARE","OPEN",37.49807429,-77.46768488,"OPEN"
"5686","VA MEDICAL CENTER - VANCOUVER CAMPUS","MILITARY","OPEN",45.63663819,-122.6572493,"OPEN"
"5687","VA MEDICAL CENTER - SHERIDAN","MILITARY","OPEN",44.82737773,-106.9857364,"OPEN"
"5688","MAYO CLINIC HOSPITAL METHODIST CAMPUS","GENERAL ACUTE CARE","OPEN",44.02395962,-92.46583322,"OPEN"
"5689","UNIVERSITY OF MINNESOTA MEDICAL CENTER-FAIRVIEW-EAST BANK-ER","GENERAL ACUTE CARE","OPEN",44.97237352,-93.23194052,"OPEN"
"5690","ESSENTIA HEALTH VIRGINIA","GENERAL ACUTE CARE","OPEN",47.53186339,-92.5485476,"OPEN"
"5691","VIA CHRISTI HOSPITAL HARRY","GENERAL ACUTE CARE","OPEN",37.66615812,-97.29259655,"OPEN"
"5692","GENESIS MEDICAL CENTER WEST-DAVENPORT","GENERAL ACUTE CARE","OPEN",41.54367413,-90.59376514,"OPEN"
"5693","SHAWNEE MISSION PRAIRIE STAR","GENERAL ACUTE CARE","OPEN",38.95564679,-94.85686876,"OPEN"
"5694","EDWARD PLAINFIELD","GENERAL ACUTE CARE","CLOSED",41.65282059,-88.21737981,"OPEN"
"5695","BEATRICE COMMUNITY HOSPITAL","CRITICAL ACCESS","OPEN",40.31614637,-96.74972061,"OPEN"
"5696","PARSONS STATE HOSPITAL","GENERAL ACUTE CARE","OPEN",37.35126304,-95.28054226,"OPEN"
"5697","SCOTT COUNTY HOSPITAL","GENERAL ACUTE CARE","OPEN",38.46664119,-100.9036514,"OPEN"
"5698","ST LUKE S EAST HOSPITAL LEE S SUMMIT","GENERAL ACUTE CARE","OPEN",38.94189729,-94.38152856,"OPEN"
"5699","SAINT FRANCIS HOSPITAL MEMPHIS","GENERAL ACUTE CARE","OPEN",35.09820503,-89.86487519,"OPEN"
"5700","MERIT HEALTH MADISON","GENERAL ACUTE CARE","OPEN",32.58137191,-90.08319563,"OPEN"
"5701","OU MEDICAL CENTER EDMOND-ER","GENERAL ACUTE CARE","OPEN",35.65465832,-97.4615103,"OPEN"
"5702","NORMAN REGIONAL HEALTHPLEX","GENERAL ACUTE CARE","OPEN",35.25959361,-97.48953346,"OPEN"
"5703","PLUM CREEK SPECIALTY HOSPITAL","LONG TERM CARE","OPEN",35.218499,-101.9022048,"OPEN"
"5704","IU HEALTH UNIVERSITY HOSPITAL","GENERAL ACUTE CARE","OPEN",39.77528333,-86.17656162,"OPEN"
"5705","CINCINNATI CHILDREN S LIBERTY","CHILDREN","OPEN",39.37667718,-84.36890064,"OPEN"
"5706","RILEY HOSPITAL FOR CHILDREN","CHILDREN","OPEN",39.77710774,-86.18027646,"OPEN"
"5707","WESTERVILLE MEDICAL CAMPUS","GENERAL ACUTE CARE","CLOSED",40.14813356,-82.93751363,"OPEN"
"5708","MT CARMEL EAST HOSPITAL","GENERAL ACUTE CARE","OPEN",39.97743092,-82.8439027,"OPEN"
"5709","SOUTHVIEW HOSPITAL","GENERAL ACUTE CARE","OPEN",39.63539661,-84.20342017,"OPEN"
"5710","TRINITY MEDICAL CENTER WEST-ER","GENERAL ACUTE CARE","OPEN",40.36777411,-80.6590339,"OPEN"
"5711","AKRON CHILDREN S HOSP BEEGHLY","CHILDREN","OPEN",41.03255484,-80.66048104,"OPEN"
"5712","VIBRA HOSPITAL OF AMARILLO","LONG TERM CARE","OPEN",35.194149,-101.9266926,"OPEN"
"5713","BETHESDA ARROW SPRINGS-ER","GENERAL ACUTE CARE","CLOSED",39.39522296,-84.20942755,"OPEN"
"5714","METHODIST HOSPITAL-SOUTHLAKE","GENERAL ACUTE CARE","OPEN",41.45837283,-87.3329309,"OPEN"
"5715","WARD MEMORIAL HOSPITAL","CRITICAL ACCESS","OPEN",31.59378429,-102.8831868,"OPEN"
"5716","CONTINUECARE HOSPITAL AT HENDRICK MEDICAL CENTER","LONG TERM CARE","OPEN",32.47234716,-99.73327938,"OPEN"
"5717","TEXAS NEUROREHAB CENTER","LONG TERM CARE","OPEN",30.18930118,-97.80737637,"OPEN"
"5718","CORNERSTONE HOSPITAL OF AUSTIN","LONG TERM CARE","OPEN",30.31182625,-97.7432915,"OPEN"
"5719","CHRISTUS DUBUIS HOSPITAL OF BEAUMONT","LONG TERM CARE","OPEN",30.08725677,-94.13292786,"OPEN"
"5720","CHRISTUS DUBUIS HOSPITAL OF BEAUMONT SOUTH","LONG TERM CARE","OPEN",30.06953533,-94.12531493,"OPEN"
"5721","SELECT SPECIALTY HOSPITAL - DALLAS","LONG TERM CARE","OPEN",33.04566135,-96.86485975,"OPEN"
"5722","OVERLOOK MEDICAL CENTER","GENERAL ACUTE CARE","CLOSED",40.67481574,-74.26565452,"OPEN"
"5723","KINDRED HOSPITAL EAST HOUSTON","LONG TERM CARE","CLOSED",29.77455376,-95.14465578,"OPEN"
"5724","CORNERSTONE HOSPITAL CONROE","LONG TERM CARE","OPEN",30.28203591,-95.46559063,"OPEN"
"5725","ATRIUM MEDICAL CENTER AT CORINTH","LONG TERM CARE","CLOSED",33.15366153,-97.05667447,"OPEN"
"5726","TUALITY FOREST GROVE HOSPITAL-ER","GENERAL ACUTE CARE","OPEN",45.51778013,-123.0894751,"OPEN"
"5727","SAINT ALPHONSUS EAGLE HEALTH PLZ-ER","GENERAL ACUTE CARE","OPEN",43.6889546,-116.3506934,"OPEN"
"5728","OLYMPIC MEDICAL CENTER","GENERAL ACUTE CARE","OPEN",48.08955335,-123.1111959,"OPEN"
"5729","EAST TEXAS MEDICAL CENTER - QUITMAN","CRITICAL ACCESS","OPEN",32.79706946,-95.44291819,"OPEN"
"5730","HARDEMAN COUNTY MEMORIAL HOSPITAL","CRITICAL ACCESS","OPEN",34.29619436,-99.74154846,"OPEN"
"5731","ROUND ROCK MEDICAL CENTER","GENERAL ACUTE CARE","OPEN",30.51110777,-97.7136084,"OPEN"
"5732","TEXAS HEALTH PRESBYTERIAN HOSPITAL ROCKWALL","GENERAL ACUTE CARE","OPEN",32.8842895,-96.46622551,"OPEN"
"5733","PAM SPECIALTY HOSPITAL OF CORPUS CHRISTI NORTH","LONG TERM CARE","OPEN",27.77782005,-97.39474791,"OPEN"
"5734","TEXAS CENTER FOR INFECTIOUS DISEASE","GENERAL ACUTE CARE","OPEN",29.35410452,-98.4567103,"OPEN"
"5735","BAYLOR SPECIALTY HOSPITAL","LONG TERM CARE","CLOSED",32.79182316,-96.78160751,"OPEN"
"5736","LIFECARE HOSPITALS OF DALLAS","LONG TERM CARE","OPEN",32.81724044,-96.84885029,"OPEN"
"5737","KINDRED HOSPITAL DALLAS CENTRAL","LONG TERM CARE","OPEN",32.8868949,-96.76738833,"OPEN"
"5738","INTEGRITY TRANSITIONAL HOSPITAL","LONG TERM CARE","OPEN",33.17439097,-97.08712045,"OPEN"
"5739","MESA HILL SPECIALTY HOSPITAL","LONG TERM CARE","OPEN",31.77347373,-106.5022513,"OPEN"
"5740","MEMORIAL HOSPITAL","CRITICAL ACCESS","OPEN",32.72162797,-102.6548789,"OPEN"
"5741","SHAMROCK GENERAL HOSPITAL","CRITICAL ACCESS","OPEN",35.1989674,-100.2481194,"OPEN"
"5742","KINDRED HOSPITAL EL PASO","LONG TERM CARE","OPEN",31.77862724,-106.4772989,"OPEN"
"5743","EL PASO LTAC HOSPITAL","LONG TERM CARE","OPEN",31.78368543,-106.4743254,"OPEN"
"5744","LIFECARE HOSPITALS OF FORT WORTH","LONG TERM CARE","OPEN",32.67905415,-97.42120446,"OPEN"
"5745","TEXAS HEALTH SPECIALTY HOSPITAL FORT WORTH","LONG TERM CARE","OPEN",32.73670911,-97.33988601,"OPEN"
"5746","KINDRED HOSPITAL - TARRANT COUNTY - FORT WORTH SOUTHWEST","LONG TERM CARE","OPEN",32.665697,-97.42370538,"OPEN"
"5747","KINDRED HOSPITAL - FORT WORTH","LONG TERM CARE","OPEN",32.73577378,-97.34335383,"OPEN"
"5748","REGENCY HOSPITAL OF FORT WORTH","LONG TERM CARE","CLOSED",32.66203254,-97.41423269,"OPEN"
"5749","HANSFORD COUNTY HOSPITAL","GENERAL ACUTE CARE","OPEN",36.19027677,-101.1996141,"OPEN"
"5750","BAYLOR SCOTT & WHITE SURGICAL HOSPITAL AT SHERMAN","GENERAL ACUTE CARE","OPEN",33.67663535,-96.60185221,"OPEN"
"5751","ETHICUS HOSPITAL - GRAPEVINE","LONG TERM CARE","OPEN",32.88952645,-97.09804628,"OPEN"
"5752","BAYLOR SCOTT & WHITE HOSPITAL - TAYLOR","CRITICAL ACCESS","OPEN",30.59094376,-97.41538166,"OPEN"
"5753","CHRISTUS MOTHER FRANCES HOSPITAL - SULPHUR SPRINGS","GENERAL ACUTE CARE","OPEN",33.15762802,-95.60014471,"OPEN"
"5754","ROLLING PLAINS MEMORIAL HOSPITAL","GENERAL ACUTE CARE","OPEN",32.45321238,-100.3973167,"OPEN"
"5755","SOLARA HOSPITAL HARLINGEN","LONG TERM CARE","OPEN",26.15982657,-97.67274526,"OPEN"
"5756","UNIVERSITY OF TEXAS HEALTH CENTER - TYLER","GENERAL ACUTE CARE","OPEN",32.42595009,-95.21342841,"OPEN"
"5757","KINDRED HOSPITAL HOUSTON NORTHWEST","LONG TERM CARE","OPEN",29.92440962,-95.58824613,"OPEN"
"5758","PINE VALLEY SPECIALTY HOSPITAL","LONG TERM CARE","OPEN",29.69473891,-95.31759658,"OPEN"
"5759","PLAZA SPECIALTY HOSPITAL","LONG TERM CARE","OPEN",29.72323923,-95.38702269,"OPEN"
"5760","ICON HOSPITAL","LONG TERM CARE","OPEN",29.99867547,-95.27622266,"OPEN"
"5761","HOUSTON METHODIST ST. CATHERINE HOSPITAL","LONG TERM CARE","OPEN",29.77679705,-95.71684416,"OPEN"
"5762","ALLEGIANCE SPECIALTY HOSPITAL OF KILGORE","LONG TERM CARE","OPEN",32.37353582,-94.86804406,"OPEN"
"5763","HILLCREST BAPTIST MEDICAL CENTER","GENERAL ACUTE CARE","CLOSED",31.55876112,-97.17473376,"OPEN"
"5764","LAREDO SPECIALTY HOSPITAL","LONG TERM CARE","OPEN",27.53352938,-99.47363697,"OPEN"
"5765","COVENANT SPECIALTY HOSPITAL","LONG TERM CARE","OPEN",33.5766576,-101.8970615,"OPEN"
"5766","CHI ST LUKES HEALTH MEMORIAL SPECIALTY HOSPITAL","LONG TERM CARE","OPEN",31.33628998,-94.74084706,"OPEN"
"5767","PAM SPECIALTY HOSPITAL OF LULING","LONG TERM CARE","OPEN",29.67408592,-97.6550844,"OPEN"
"5768","KINDRED HOSPITAL - MANSFIELD","LONG TERM CARE","OPEN",32.59903863,-97.14435357,"OPEN"
"5769","SOLARA HOSPITAL MCALLEN","LONG TERM CARE","OPEN",26.18672847,-98.22582022,"OPEN"
"5770","MESQUITE SPECIALTY HOSPITAL","LONG TERM CARE","OPEN",32.77813391,-96.5986591,"OPEN"
"5771","UNITED REGIONAL HEALTH CARE SYSTEM","GENERAL ACUTE CARE","OPEN",33.90243058,-98.50198079,"OPEN"
"5772","ALLEGIANCE HEALTH CENTER PERMIAN BASIN","LONG TERM CARE","CLOSED",31.98171367,-102.154371,"OPEN"
"5773","PAM SPECIALITY HOSPITAL OF NEW BRAUNFELS","LONG TERM CARE","OPEN",29.72926937,-98.10274189,"OPEN"
"5774","MID-JEFFERSON EXTENDED CARE HOSPITAL","LONG TERM CARE","OPEN",29.95559858,-93.98687658,"OPEN"
"5775","DUBUIS HOSPITAL OF PARIS","LONG TERM CARE","OPEN",33.68784764,-95.54823349,"OPEN"
"5776","KINDRED HOSPITAL BAY AREA","LONG TERM CARE","OPEN",29.63733556,-95.16043245,"OPEN"
"5777","PLANO SPECIALTY HOSPITAL","LONG TERM CARE","OPEN",33.02123751,-96.76907374,"OPEN"
"5778","LIFECARE HOSPITALS OF PLANO","LONG TERM CARE","OPEN",33.06549105,-96.79511498,"OPEN"
"5779","KINDRED HOSPITAL - SAN ANTONIO","LONG TERM CARE","OPEN",29.52248579,-98.55637881,"OPEN"
"5780","KINDRED HOSPITAL - SAN ANTONIO CENTRAL","LONG TERM CARE","OPEN",29.43297807,-98.49220974,"OPEN"
"5781","NEXUS SPECIALTY HOSPITAL-SHENANDOAH CAMPUS","LONG TERM CARE","OPEN",30.18874977,-95.46018014,"OPEN"
"5782","CARRUS SPECIALTY HOSPITAL","LONG TERM CARE","OPEN",33.66972557,-96.63438619,"OPEN"
"5783","KINDRED HOSPITAL SUGAR LAND","LONG TERM CARE","OPEN",29.60023248,-95.63826118,"OPEN"
"5784","ATRIUM MEDICAL CENTER","LONG TERM CARE","OPEN",29.64684751,-95.58827701,"OPEN"
"5785","EAST TEXAS MEDICAL CENTER SPECIALTY HOSPITAL","LONG TERM CARE","OPEN",32.33835568,-95.29103688,"OPEN"
"5786","TYLER CONTINUE CARE HOSPITAL","LONG TERM CARE","OPEN",32.34262743,-95.29085002,"OPEN"
"5787","PAM SPECIALTY HOSPITAL OF VICTORIA SOUTH","LONG TERM CARE","OPEN",28.80798268,-96.99883805,"OPEN"
"5788","PAM SPECIALTY HOSPITAL OF VICTORIA NORTH","LONG TERM CARE","OPEN",28.85499709,-97.02196107,"OPEN"
"5789","CORNERSTONE HOSPITAL OF HOUSTON - CLEAR LAKE","LONG TERM CARE","OPEN",29.5374055,-95.12982931,"OPEN"
"5790","PROMISE HOSPITAL OF WICHITA FALLS","LONG TERM CARE","OPEN",33.90275832,-98.49939511,"OPEN"
"5791","WILLIAM P. CLEMENTS JR. UNIVERSITY HOSPITAL","LONG TERM CARE","OPEN",32.81896722,-96.84883749,"OPEN"
"5792","PROMISE HOSPITAL OF DALLAS","LONG TERM CARE","OPEN",32.83258117,-96.86203847,"OPEN"
"5793","KINDRED HOSPITAL - WHITE ROCK","LONG TERM CARE","OPEN",32.83448662,-96.70583767,"OPEN"
"5794","EL PASO CHILDREN S HOSPITAL","CHILDREN","OPEN",31.7715012,-106.433795,"OPEN"
"5795","METHODIST SOUTHLAKE HOSPITAL","GENERAL ACUTE CARE","OPEN",32.9571804,-97.14523798,"OPEN"
"5796","CONTINUECARE HOSPITAL OF MIDLAND","LONG TERM CARE","OPEN",32.00436321,-102.1350549,"OPEN"
"5797","CORNERSTONE HOSPITAL - MEDICAL CENTER","LONG TERM CARE","OPEN",29.7184899,-95.38277553,"OPEN"
"5798","KINDRED HOSPITAL NORTH HOUSTON","LONG TERM CARE","CLOSED",29.86738019,-95.40800378,"OPEN"
"5799","BAYLOR SCOTT & WHITE CONTINUING CARE HOSPITAL","LONG TERM CARE","OPEN",31.11828493,-97.39929271,"OPEN"
"5800","SELECT SPECIALTY HOSPITAL - SOUTH DALLAS","LONG TERM CARE","OPEN",32.64602911,-96.87661354,"OPEN"
"5801","VIBRA SPECIALTY HOSPITAL","LONG TERM CARE","OPEN",32.64465296,-96.88347894,"OPEN"
"5802","PAM SPECIALTY HOSPITAL OF TEXARKANA SOUTH","LONG TERM CARE","OPEN",33.42908549,-94.04734159,"OPEN"
"5803","SOLARA HOSPITAL HARLINGEN  BROWNSVILLE CAMPUS","LONG TERM CARE","OPEN",25.97380934,-97.50988921,"OPEN"
"5804","SELECT SPECIALTY HOSPITAL - DALLAS (DOWNTOWN)","LONG TERM CARE","OPEN",32.79026509,-96.78029041,"OPEN"
"5805","SELECT SPECIALTY HOSPITAL - DALLAS (GARLAND)","LONG TERM CARE","OPEN",32.91934267,-96.66137745,"OPEN"
"5806","VIBRA HOSPITAL OF RICHARDSON","LONG TERM CARE","OPEN",32.97413807,-96.72711984,"OPEN"
"5807","ATRIUM MEDICAL CENTER","LONG TERM CARE","OPEN",33.17414683,-97.08674805,"OPEN"
"5808","PARIS REGIONAL MEDICAL CENTER - NORTH CAMPUS","GENERAL ACUTE CARE","OPEN",33.68773479,-95.54760763,"OPEN"
"5809","SPRING EXCELLENCE SURGICAL HOSPITAL LLC","GENERAL ACUTE CARE","OPEN",30.07097555,-95.51194911,"OPEN"
"5810","VICTORY MEDICAL CENTER HOUSTON","GENERAL ACUTE CARE","OPEN",29.7184899,-95.38277553,"OPEN"
"5811","CONTINUECARE HOSPITAL AT MEDICAL CENTER ODESSA","LONG TERM CARE","OPEN",31.84545145,-102.3738874,"OPEN"
"5812","CORNERSTONE HOSPITAL HOUSTON - BELLAIRE","LONG TERM CARE","OPEN",29.7079608,-95.47391583,"OPEN"
"5813","KINDRED HOSPITAL BAYTOWN","LONG TERM CARE","OPEN",29.7476678,-94.94611927,"OPEN"
"5814","KINDRED HOSPITAL CLEAR LAKE","LONG TERM CARE","OPEN",29.5436648,-95.12770807,"OPEN"
"5815","KINDRED HOSPITAL SPRING","LONG TERM CARE","OPEN",30.02528619,-95.43561118,"OPEN"
"5816","KINDRED HOSPITAL THE HEIGHTS","LONG TERM CARE","OPEN",29.80926039,-95.43113267,"OPEN"
"5817","KINDRED HOSPITAL TOMBALL","LONG TERM CARE","OPEN",30.08793464,-95.61982896,"OPEN"
"5818","KINDRED HOSPITAL TOWN & COUNTRY","LONG TERM CARE","OPEN",29.78935442,-95.56687565,"OPEN"
"5819","SOLARA HOSPITAL MCALLEN - EDINBURG","LONG TERM CARE","OPEN",26.26404819,-98.20081327,"OPEN"
"5820","CHRISTUS DUBUIS HOSPITAL OF PORT ARTHUR","LONG TERM CARE","OPEN",29.90971021,-93.92389256,"OPEN"
"5821","NEXUS SPECIALTY HOSPITAL - THE WOODLANDS","LONG TERM CARE","OPEN",30.17237239,-95.46065947,"OPEN"
"5822","CORNERSTONE HOSPITAL AUSTIN - ROUND ROCK","LONG TERM CARE","OPEN",30.56646678,-97.65766151,"OPEN"
"5823","CARL R. DARNALL ARMY MEDICAL CENTER","MILITARY","OPEN",31.13090553,-97.7742904,"OPEN"
"5824","59TH MEDICAL WING - WILFORD HALL AMBULATORY SURGICAL CENTER","MILITARY","OPEN",29.39901573,-98.6205735,"OPEN"
"5825","BROOKE ARMY MEDICAL CENTER","MILITARY","OPEN",29.46009598,-98.41559126,"OPEN"
"5826","THOMAS E. CREEK VA MEDICAL CENTER","MILITARY","OPEN",35.20367399,-101.906694,"OPEN"
"5827","KERRVILLE VA HOSPITAL  STVHCS","MILITARY","OPEN",30.01682787,-99.11477579,"OPEN"
"5828","GEORGE H. O BRIEN  JR. VA MEDICAL CENTER","MILITARY","OPEN",32.23103861,-101.4727695,"OPEN"
"5829","AUSTIN VA OUTPATIENT CLINIC","MILITARY","OPEN",30.20581604,-97.69028874,"OPEN"
"5830","VA MEDICAL CENTER - DALLAS","MILITARY","OPEN",32.69305631,-96.79128946,"OPEN"
"5831","THE CORPUS CHRISTI MEDICAL CENTER - DOCTORS REGIONAL","GENERAL ACUTE CARE","OPEN",27.75277054,-97.38919228,"OPEN"
"5832","MULESHOE AREA MEDICAL CENTER","CRITICAL ACCESS","OPEN",34.2212693,-102.728677,"OPEN"
"5833","BAYLOR SCOTT & WHITE MCLANE CHILDREN S MEDICAL CENTER","CHILDREN","OPEN",31.07254989,-97.37546506,"OPEN"
"5834","METROPLEX HOSPITAL","GENERAL ACUTE CARE","OPEN",31.11344991,-97.80167081,"OPEN"
"5835","CHRISTUS SPOHN HOSPITAL BEEVILLE","GENERAL ACUTE CARE","OPEN",28.40742754,-97.73154412,"OPEN"
"5836","SETON MEDICAL CENTER HARKER HEIGHTS","GENERAL ACUTE CARE","OPEN",31.07260368,-97.68292543,"OPEN"
"5837","ACUITY HOSPITAL OF SOUTH TEXAS","LONG TERM CARE","OPEN",29.43763615,-98.49305967,"OPEN"
"5838","BAPTIST EMERGENCY HOSPITAL - THOUSAND OAKS","GENERAL ACUTE CARE","OPEN",29.58772294,-98.47345927,"OPEN"
"5839","MICHAEL E. DEBAKEY VA MEDICAL CENTER","MILITARY","OPEN",29.69976575,-95.38877345,"OPEN"
"5840","AUDIE L. MURPHY VA HOSPITAL  STVHCS","MILITARY","OPEN",29.50666476,-98.57984558,"OPEN"
"5841","OLIN E. TEAGUE VETERANS  MEDICAL CENTER","MILITARY","OPEN",31.07640423,-97.34757981,"OPEN"
"5842","EL PASO VA HEALTH CARE SYSTEM","MILITARY","OPEN",31.82079555,-106.4624822,"OPEN"
"5843","DORIS MILLER DEPARTMENT OF VETERANS AFFAIRS MEDICAL CENTER","MILITARY","OPEN",31.51145557,-97.16414014,"OPEN"
